"","Classification","Year","Period","Period_Desc_","Aggregate_Level","Is_Leaf_Code","Trade_Flow_Code","Trade_Flow","Reporter_Code","Reporter","Reporter_ISO","Partner_Code","Partner","Partner_ISO","X2nd_Partner_Code","X2nd_Partner","X2nd_Partner_ISO","Customs_Proc__Code","Customs","Mode_of_Transport_Code","Mode_of_Transport","Commodity_Code","Commodity","Qty_Unit_Code","Qty_Unit","Qty","Alt_Qty_Unit_Code","Alt_Qty_Unit","Alt_Qty","Netweight__kg_","Gross_weight__kg_","Trade_Value__US__","CIF_Trade_Value__US__","FOB_Trade_Value__US__","Flag"
"334","H4",2015,2015,2015,6,1,2,"Export",218,"Ecuador","ECU",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,271121,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - In gaseous state : // -- Natural gas",8,"Weight in kilograms",NA,NA,30,NA,30,NA,7200,NA,NA,0
"335","H4",2015,2015,2015,6,1,2,"Export",218,"Ecuador","ECU",124,"Canada","CAN",NA,NA,NA,NA,NA,NA,NA,271121,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - In gaseous state : // -- Natural gas",8,"Weight in kilograms",NA,NA,30,NA,30,NA,7200,NA,NA,0
"336","H4",2015,2015,2015,6,1,2,"Export",818,"Egypt","EGY",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,63042125,NA,63042125,NA,42430302,NA,NA,6
"337","H4",2015,2015,2015,6,1,2,"Export",818,"Egypt","EGY",400,"Jordan","JOR",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,63042125,NA,63042125,NA,42430302,NA,NA,6
"338","H3",2010,2010,2010,6,1,2,"Export",818,"Egypt","EGY",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,11178599000,NA,11178599000,NA,1965240163,NA,NA,0
"339","H3",2010,2010,2010,6,1,2,"Export",818,"Egypt","EGY",56,"Belgium","BEL",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,59820000,NA,59820000,NA,17096507,NA,NA,0
"340","H3",2010,2010,2010,6,1,2,"Export",818,"Egypt","EGY",152,"Chile","CHL",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,311311000,NA,311311000,NA,64792671,NA,NA,0
"341","H3",2010,2010,2010,6,1,2,"Export",818,"Egypt","EGY",156,"China","CHN",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,61620000,NA,61620000,NA,13184699,NA,NA,0
"342","H3",2010,2010,2010,6,1,2,"Export",818,"Egypt","EGY",251,"France","FRA",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,654434000,NA,654434000,NA,131084397,NA,NA,0
"343","H3",2010,2010,2010,6,1,2,"Export",818,"Egypt","EGY",300,"Greece","GRC",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,98700000,NA,98700000,NA,13910219,NA,NA,0
"344","H3",2010,2010,2010,6,1,2,"Export",818,"Egypt","EGY",381,"Italy","ITA",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,1177823000,NA,1177823000,NA,231089163,NA,NA,0
"345","H3",2010,2010,2010,6,1,2,"Export",818,"Egypt","EGY",392,"Japan","JPN",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,445516000,NA,445516000,NA,60747939,NA,NA,0
"346","H3",2010,2010,2010,6,1,2,"Export",818,"Egypt","EGY",400,"Jordan","JOR",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,1850200000,NA,1850200000,NA,202863952,NA,NA,0
"347","H3",2010,2010,2010,6,1,2,"Export",818,"Egypt","EGY",408,"Dem. People's Rep. of Korea","PRK",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,317610000,NA,317610000,NA,59974580,NA,NA,0
"348","H3",2010,2010,2010,6,1,2,"Export",818,"Egypt","EGY",410,"Rep. of Korea","KOR",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,471550000,NA,471550000,NA,83362460,NA,NA,0
"349","H3",2010,2010,2010,6,1,2,"Export",818,"Egypt","EGY",414,"Kuwait","KWT",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,329547000,NA,329547000,NA,67409840,NA,NA,0
"350","H3",2010,2010,2010,6,1,2,"Export",818,"Egypt","EGY",422,"Lebanon","LBN",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,191820000,NA,191820000,NA,51385550,NA,NA,0
"351","H3",2010,2010,2010,6,1,2,"Export",818,"Egypt","EGY",484,"Mexico","MEX",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,123595000,NA,123595000,NA,15701954,NA,NA,0
"352","H3",2010,2010,2010,6,1,2,"Export",818,"Egypt","EGY",490,"Other Asia, nes","",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,132180000,NA,132180000,NA,18718777,NA,NA,0
"353","H3",2010,2010,2010,6,1,2,"Export",818,"Egypt","EGY",699,"India","IND",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,62330000,NA,62330000,NA,13234126,NA,NA,0
"354","H3",2010,2010,2010,6,1,2,"Export",818,"Egypt","EGY",724,"Spain","ESP",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,3015050000,NA,3015050000,NA,561293050,NA,NA,0
"355","H3",2010,2010,2010,6,1,2,"Export",818,"Egypt","EGY",760,"Syria","SYR",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,504200000,NA,504200000,NA,123491324,NA,NA,0
"356","H3",2010,2010,2010,6,1,2,"Export",818,"Egypt","EGY",792,"Turkey","TUR",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,1.84e+08,NA,1.84e+08,NA,42489717,NA,NA,0
"357","H3",2010,2010,2010,6,1,2,"Export",818,"Egypt","EGY",826,"United Kingdom","GBR",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,122330000,NA,122330000,NA,30275910,NA,NA,0
"358","H3",2010,2010,2010,6,1,2,"Export",818,"Egypt","EGY",842,"USA","USA",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,1064963000,NA,1064963000,NA,163133330,NA,NA,0
"359","H0",2005,2005,2005,6,1,2,"Export",818,"Egypt","EGY",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,6384940000,NA,6384940000,NA,1501126313,NA,NA,0
"360","H0",2005,2005,2005,6,1,2,"Export",818,"Egypt","EGY",56,"Belgium","BEL",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,58600000,NA,58600000,NA,26128040,NA,NA,0
"361","H0",2005,2005,2005,6,1,2,"Export",818,"Egypt","EGY",251,"France","FRA",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,895170000,NA,895170000,NA,190894486,NA,NA,0
"362","H0",2005,2005,2005,6,1,2,"Export",818,"Egypt","EGY",381,"Italy","ITA",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,146970000,NA,146970000,NA,68654989,NA,NA,0
"363","H0",2005,2005,2005,6,1,2,"Export",818,"Egypt","EGY",400,"Jordan","JOR",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,730110000,NA,730110000,NA,70615672,NA,NA,0
"364","H0",2005,2005,2005,6,1,2,"Export",818,"Egypt","EGY",410,"Rep. of Korea","KOR",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,293980000,NA,293980000,NA,54524254,NA,NA,0
"365","H0",2005,2005,2005,6,1,2,"Export",818,"Egypt","EGY",620,"Portugal","PRT",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,16500000,NA,16500000,NA,6478027,NA,NA,0
"366","H0",2005,2005,2005,6,1,2,"Export",818,"Egypt","EGY",724,"Spain","ESP",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,2567100000,NA,2567100000,NA,491334992,NA,NA,0
"367","H0",2005,2005,2005,6,1,2,"Export",818,"Egypt","EGY",842,"USA","USA",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,1676510000,NA,1676510000,NA,592495854,NA,NA,0
"368","H0",2005,2005,2005,6,1,2,"Export",818,"Egypt","EGY",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,271121,"Natural gas in gaseous state",8,"Weight in kilograms",NA,NA,553900000,NA,553900000,NA,39593698,NA,NA,0
"369","H0",2005,2005,2005,6,1,2,"Export",818,"Egypt","EGY",400,"Jordan","JOR",NA,NA,NA,NA,NA,NA,NA,271121,"Natural gas in gaseous state",8,"Weight in kilograms",NA,NA,263900000,NA,263900000,NA,25601161,NA,NA,0
"370","H0",2005,2005,2005,6,1,2,"Export",818,"Egypt","EGY",724,"Spain","ESP",NA,NA,NA,NA,NA,NA,NA,271121,"Natural gas in gaseous state",8,"Weight in kilograms",NA,NA,2.9e+08,NA,2.9e+08,NA,13992537,NA,NA,0
"371","H4",2015,2015,2015,6,1,2,"Export",233,"Estonia","EST",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,1,NA,1,NA,17,NA,NA,0
"372","H4",2015,2015,2015,6,1,2,"Export",233,"Estonia","EST",579,"Norway","NOR",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,1,NA,1,NA,17,NA,NA,0
"373","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,2639514603,NA,2639514603,NA,1153724458,NA,NA,6
"374","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",32,"Argentina","ARG",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,167346191,NA,167346191,NA,72082628,NA,NA,0
"375","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",68,"Bolivia (Plurinational State of)","BOL",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,99,NA,99,NA,1694,NA,NA,0
"376","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",76,"Brazil","BRA",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,192900045,NA,192900045,NA,68894144,NA,NA,0
"377","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",124,"Canada","CAN",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,59606862,NA,59606862,NA,30067847,NA,NA,0
"378","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",292,"Gibraltar","GIB",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,39830267,NA,39830267,NA,17409698,NA,NA,6
"379","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",376,"Israel","ISR",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,13210636,NA,13210636,NA,6440047,NA,NA,0
"380","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",392,"Japan","JPN",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,140555498,NA,140555498,NA,92719834,NA,NA,0
"381","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",410,"Rep. of Korea","KOR",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,69163900,NA,69163900,NA,29705681,NA,NA,0
"382","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",414,"Kuwait","KWT",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,133836057,NA,133836057,NA,93800375,NA,NA,0
"383","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",458,"Malaysia","MYS",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,69756933,NA,69756933,NA,43173570,NA,NA,0
"384","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",490,"Other Asia, nes","",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,60253800,NA,60253800,NA,26447565,NA,NA,0
"385","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",540,"New Caledonia","NCL",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,281,NA,281,NA,123,NA,NA,6
"386","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",568,"Other Europe, nes","",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,709191735,NA,709191735,NA,277666526,NA,NA,0
"387","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",579,"Norway","NOR",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,4548329,NA,4548329,NA,2453759,NA,NA,0
"388","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",586,"Pakistan","PAK",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,255328418,NA,255328418,NA,93344347,NA,NA,0
"389","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",699,"India","IND",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,271458544,NA,271458544,NA,104393414,NA,NA,0
"390","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",702,"Singapore","SGP",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,66077100,NA,66077100,NA,22674141,NA,NA,0
"391","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",710,"South Africa","ZAF",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,4150,NA,4150,NA,30279,NA,NA,0
"392","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",757,"Switzerland","CHE",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,737520,NA,737520,NA,391357,NA,NA,0
"393","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",780,"Trinidad and Tobago","TTO",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,849559,NA,849559,NA,292533,NA,NA,0
"394","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",784,"United Arab Emirates","ARE",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,70230524,NA,70230524,NA,25341769,NA,NA,0
"395","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",792,"Turkey","TUR",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,59684870,NA,59684870,NA,20470080,NA,NA,0
"396","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",807,"TFYR of Macedonia","MKD",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,34880,NA,34880,NA,15757,NA,NA,0
"397","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",818,"Egypt","EGY",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,131843943,NA,131843943,NA,76087443,NA,NA,0
"398","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",837,"Bunkers","",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,16538040,NA,16538040,NA,11381732,NA,NA,0
"399","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",842,"USA","USA",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,63824649,NA,63824649,NA,22637880,NA,NA,0
"400","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",899,"Areas, nes","",NA,NA,NA,NA,NA,NA,NA,271111,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - Liquefied : // -- Natural gas",8,"Weight in kilograms",NA,NA,42701773,NA,42701773,NA,15800236,NA,NA,0
"401","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,271121,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - In gaseous state : // -- Natural gas",8,"Weight in kilograms",NA,NA,534621551,NA,534621551,NA,339383433,NA,NA,0
"402","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",70,"Bosnia Herzegovina","BIH",NA,NA,NA,NA,NA,NA,NA,271121,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - In gaseous state : // -- Natural gas",8,"Weight in kilograms",NA,NA,4811047,NA,4811047,NA,2960791,NA,NA,0
"403","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",192,"Cuba","CUB",NA,NA,NA,NA,NA,NA,NA,271121,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - In gaseous state : // -- Natural gas",8,"Weight in kilograms",NA,NA,86,NA,86,NA,1858,NA,NA,0
"404","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",498,"Rep. of Moldova","MDA",NA,NA,NA,NA,NA,NA,NA,271121,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - In gaseous state : // -- Natural gas",8,"Weight in kilograms",NA,NA,762217,NA,762217,NA,250967,NA,NA,0
"405","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",568,"Other Europe, nes","",NA,NA,NA,NA,NA,NA,NA,271121,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - In gaseous state : // -- Natural gas",8,"Weight in kilograms",NA,NA,119326544,NA,119326544,NA,43832428,NA,NA,0
"406","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",579,"Norway","NOR",NA,NA,NA,NA,NA,NA,NA,271121,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - In gaseous state : // -- Natural gas",8,"Weight in kilograms",NA,NA,46,NA,46,NA,1237,NA,NA,0
"407","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",674,"San Marino","SMR",NA,NA,NA,NA,NA,NA,NA,271121,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - In gaseous state : // -- Natural gas",8,"Weight in kilograms",NA,NA,37859970,NA,37859970,NA,16274527,NA,NA,0
"408","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",757,"Switzerland","CHE",NA,NA,NA,NA,NA,NA,NA,271121,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - In gaseous state : // -- Natural gas",8,"Weight in kilograms",NA,NA,103737819,NA,103737819,NA,141933239,NA,NA,0
"409","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",804,"Ukraine","UKR",NA,NA,NA,NA,NA,NA,NA,271121,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - In gaseous state : // -- Natural gas",8,"Weight in kilograms",NA,NA,266506285,NA,266506285,NA,133163419,NA,NA,0
"410","H4",2015,2015,2015,6,1,2,"Export",97,"EU-28","EU2",807,"TFYR of Macedonia","MKD",NA,NA,NA,NA,NA,NA,NA,271121,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes // Petroleum gases and other gaseous hydrocarbons. // - In gaseous state : // -- Natural gas",8,"Weight in kilograms",NA,NA,1617537,NA,1617537,NA,964966,NA,NA,0
"411","H3",2010,2010,2010,6,1,2,"Export",97,"EU-28","EU2",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,333299272,NA,333299272,NA,115128107,NA,NA,6
"412","H3",2010,2010,2010,6,1,2,"Export",97,"EU-28","EU2",24,"Angola","AGO",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,400,NA,400,NA,3800,NA,NA,0
"413","H3",2010,2010,2010,6,1,2,"Export",97,"EU-28","EU2",36,"Australia","AUS",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,200,NA,200,NA,35110,NA,NA,0
"414","H3",2010,2010,2010,6,1,2,"Export",97,"EU-28","EU2",76,"Brazil","BRA",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,61545300,NA,61545300,NA,24063875,NA,NA,0
"415","H3",2010,2010,2010,6,1,2,"Export",97,"EU-28","EU2",120,"Cameroon","CMR",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,100,NA,100,NA,1642,NA,NA,0
"416","H3",2010,2010,2010,6,1,2,"Export",97,"EU-28","EU2",156,"China","CHN",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,100,NA,100,NA,7242,NA,NA,0
"417","H3",2010,2010,2010,6,1,2,"Export",97,"EU-28","EU2",204,"Benin","BEN",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,2875,NA,2875,NA,993,NA,NA,6
"418","H3",2010,2010,2010,6,1,2,"Export",97,"EU-28","EU2",292,"Gibraltar","GIB",NA,NA,NA,NA,NA,NA,NA,271111,"Natural gas, liquefied",8,"Weight in kilograms",NA,NA,2913,NA,2913,NA,1006,NA,NA,6
