"","Reporter","Partner","Trade_Value__US__","Netweight__kg_","Reporter_ISO","Partner_ISO","Commodity","Year"
"548","Brazil:BRA","Portugal:PRT",19711698,6727535,"BRA","PRT","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"549","Brazil:BRA","Qatar:QAT",381140,153600,"BRA","QAT","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"550","Brazil:BRA","Romania:ROU",6592898,2783370,"BRA","ROU","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"551","Brazil:BRA","Russian Federation:RUS",66776637,24562519,"BRA","RUS","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"552","Brazil:BRA","Saudi Arabia:SAU",5882983,2413350,"BRA","SAU","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"553","Brazil:BRA","Serbia:SRB",328758,151200,"BRA","SRB","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"554","Brazil:BRA","India:IND",2319449,1012440,"BRA","IND","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"555","Brazil:BRA","Singapore:SGP",1809554,557993,"BRA","SGP","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"556","Brazil:BRA","Slovakia:SVK",133502,40090,"BRA","SVK","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"557","Brazil:BRA","Viet Nam:VNM",1797627,816800,"BRA","VNM","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"558","Brazil:BRA","Slovenia:SVN",80628452,37087645,"BRA","SVN","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"559","Brazil:BRA","South Africa:ZAF",5595893,1975349,"BRA","ZAF","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"560","Brazil:BRA","Spain:ESP",128282269,45858151,"BRA","ESP","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"561","Brazil:BRA","Sweden:SWE",98737762,36468425,"BRA","SWE","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"562","Brazil:BRA","Switzerland:CHE",4637938,1416733,"BRA","CHE","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"563","Brazil:BRA","Syria:SYR",41687874,19359446,"BRA","SYR","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"564","Brazil:BRA","Thailand:THA",638009,228135,"BRA","THA","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"565","Brazil:BRA","Trinidad and Tobago:TTO",629880,292500,"BRA","TTO","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"566","Brazil:BRA","United Arab Emirates:ARE",9105962,3925015,"BRA","ARE","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"567","Brazil:BRA","Tunisia:TUN",22660914,9954060,"BRA","TUN","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"568","Brazil:BRA","Turkey:TUR",117194563,48933229,"BRA","TUR","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"569","Brazil:BRA","Ukraine:UKR",1190610,445800,"BRA","UKR","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"570","Brazil:BRA","Egypt:EGY",6749596,2879350,"BRA","EGY","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"571","Brazil:BRA","United Kingdom:GBR",145317489,53547183,"BRA","GBR","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"572","Brazil:BRA","USA:USA",1180265622,436824125,"BRA","USA","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"573","Brazil:BRA","Uruguay:URY",2315464,1000800,"BRA","URY","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"574","Brazil:BRA","Venezuela:VEN",55666341,16490500,"BRA","VEN","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"575","Brazil:BRA","Uruguay:URY",41000,6000,"BRA","URY","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",2015
"576","Brazil:BRA","Albania:ALB",1107780,460800,"BRA","ALB","Coffee, not roasted, not decaffeinated",2010
"577","Brazil:BRA","Algeria:DZA",3801852,1705500,"BRA","DZA","Coffee, not roasted, not decaffeinated",2010
"578","Brazil:BRA","Angola:AGO",843,50,"BRA","AGO","Coffee, not roasted, not decaffeinated",2010
"579","Brazil:BRA","Argentina:ARG",65341450,29213700,"BRA","ARG","Coffee, not roasted, not decaffeinated",2010
"580","Brazil:BRA","Australia:AUS",33934682,10333182,"BRA","AUS","Coffee, not roasted, not decaffeinated",2010
"581","Brazil:BRA","Austria:AUT",3594346,1368090,"BRA","AUT","Coffee, not roasted, not decaffeinated",2010
"582","Brazil:BRA","Belgium:BEL",380917417,122605274,"BRA","BEL","Coffee, not roasted, not decaffeinated",2010
"583","Brazil:BRA","Bulgaria:BGR",4272115,1459200,"BRA","BGR","Coffee, not roasted, not decaffeinated",2010
"584","Brazil:BRA","Canada:CAN",82396727,26926044,"BRA","CAN","Coffee, not roasted, not decaffeinated",2010
"585","Brazil:BRA","Cabo Verde:CPV",817122,384000,"BRA","CPV","Coffee, not roasted, not decaffeinated",2010
"586","Brazil:BRA","Chile:CHL",24035420,10949600,"BRA","CHL","Coffee, not roasted, not decaffeinated",2010
"587","Brazil:BRA","China:CHN",2892003,998440,"BRA","CHN","Coffee, not roasted, not decaffeinated",2010
"588","Brazil:BRA","Colombia:COL",1863384,952200,"BRA","COL","Coffee, not roasted, not decaffeinated",2010
"589","Brazil:BRA","Croatia:HRV",24544251,10851228,"BRA","HRV","Coffee, not roasted, not decaffeinated",2010
"590","Brazil:BRA","Cuba:CUB",27535306,12887220,"BRA","CUB","Coffee, not roasted, not decaffeinated",2010
"591","Brazil:BRA","Cyprus:CYP",3059811,1382400,"BRA","CYP","Coffee, not roasted, not decaffeinated",2010
"592","Brazil:BRA","Czechia:CZE",3659788,1188000,"BRA","CZE","Coffee, not roasted, not decaffeinated",2010
"593","Brazil:BRA","Denmark:DNK",17567570,5913671,"BRA","DNK","Coffee, not roasted, not decaffeinated",2010
"594","Brazil:BRA","Ecuador:ECU",12285301,4921200,"BRA","ECU","Coffee, not roasted, not decaffeinated",2010
"595","Brazil:BRA","Equatorial Guinea:GNQ",7571,1365,"BRA","GNQ","Coffee, not roasted, not decaffeinated",2010
"596","Brazil:BRA","Estonia:EST",5015292,1819200,"BRA","EST","Coffee, not roasted, not decaffeinated",2010
"597","Brazil:BRA","Finland:FIN",89059163,28195200,"BRA","FIN","Coffee, not roasted, not decaffeinated",2010
"598","Brazil:BRA","France:FRA",114588234,40927168,"BRA","FRA","Coffee, not roasted, not decaffeinated",2010
"599","Brazil:BRA","French Polynesia:PYF",63305,19200,"BRA","PYF","Coffee, not roasted, not decaffeinated",2010
"600","Brazil:BRA","Germany:DEU",1136147678,385773485,"BRA","DEU","Coffee, not roasted, not decaffeinated",2010
"601","Brazil:BRA","Greece:GRC",61108427,25551010,"BRA","GRC","Coffee, not roasted, not decaffeinated",2010
"602","Brazil:BRA","Honduras:HND",194666,79200,"BRA","HND","Coffee, not roasted, not decaffeinated",2010
"603","Brazil:BRA","China, Hong Kong SAR:HKG",2908621,958800,"BRA","HKG","Coffee, not roasted, not decaffeinated",2010
"604","Brazil:BRA","Iceland:ISL",1151211,345368,"BRA","ISL","Coffee, not roasted, not decaffeinated",2010
"605","Brazil:BRA","Indonesia:IDN",7535386,2092800,"BRA","IDN","Coffee, not roasted, not decaffeinated",2010
"606","Brazil:BRA","Iran:IRN",116765,17400,"BRA","IRN","Coffee, not roasted, not decaffeinated",2010
"607","Brazil:BRA","Ireland:IRL",1175825,384000,"BRA","IRL","Coffee, not roasted, not decaffeinated",2010
"608","Brazil:BRA","Israel:ISR",16521252,6091720,"BRA","ISR","Coffee, not roasted, not decaffeinated",2010
"609","Brazil:BRA","Italy:ITA",496842162,165134400,"BRA","ITA","Coffee, not roasted, not decaffeinated",2010
"610","Brazil:BRA","Japan:JPN",389759060,123768652,"BRA","JPN","Coffee, not roasted, not decaffeinated",2010
"611","Brazil:BRA","Jordan:JOR",14025182,6023100,"BRA","JOR","Coffee, not roasted, not decaffeinated",2010
"612","Brazil:BRA","Dem. People's Rep. of Korea:PRK",33912,18000,"BRA","PRK","Coffee, not roasted, not decaffeinated",2010
"613","Brazil:BRA","Rep. of Korea:KOR",65812711,21344277,"BRA","KOR","Coffee, not roasted, not decaffeinated",2010
"614","Brazil:BRA","Kuwait:KWT",99072,38400,"BRA","KWT","Coffee, not roasted, not decaffeinated",2010
"615","Brazil:BRA","Lebanon:LBN",51857328,22825480,"BRA","LBN","Coffee, not roasted, not decaffeinated",2010
"616","Brazil:BRA","Latvia:LVA",3213295,1198800,"BRA","LVA","Coffee, not roasted, not decaffeinated",2010
"617","Brazil:BRA","Libya:LBY",1681129,691200,"BRA","LBY","Coffee, not roasted, not decaffeinated",2010
"618","Brazil:BRA","China, Macao SAR:MAC",50002,18000,"BRA","MAC","Coffee, not roasted, not decaffeinated",2010
"619","Brazil:BRA","Malaysia:MYS",9801103,3044400,"BRA","MYS","Coffee, not roasted, not decaffeinated",2010
"620","Brazil:BRA","Mexico:MEX",23513030,11043300,"BRA","MEX","Coffee, not roasted, not decaffeinated",2010
"621","Brazil:BRA","Other Asia, nes:",8261153,2540822,"BRA","","Coffee, not roasted, not decaffeinated",2010
"622","Brazil:BRA","Montenegro:MNE",20411191,8804400,"BRA","MNE","Coffee, not roasted, not decaffeinated",2010
"623","Brazil:BRA","Morocco:MAR",1786750,614400,"BRA","MAR","Coffee, not roasted, not decaffeinated",2010
"624","Brazil:BRA","Oman:OMN",251345,115200,"BRA","OMN","Coffee, not roasted, not decaffeinated",2010
"625","Brazil:BRA","Netherlands:NLD",81809967,28149600,"BRA","NLD","Coffee, not roasted, not decaffeinated",2010
"626","Brazil:BRA","New Zealand:NZL",5153224,1514580,"BRA","NZL","Coffee, not roasted, not decaffeinated",2010
"627","Brazil:BRA","Norway:NOR",53810090,16942118,"BRA","NOR","Coffee, not roasted, not decaffeinated",2010
"628","Brazil:BRA","Paraguay:PRY",1285877,657240,"BRA","PRY","Coffee, not roasted, not decaffeinated",2010
"629","Brazil:BRA","Poland:POL",11885691,3993980,"BRA","POL","Coffee, not roasted, not decaffeinated",2010
"630","Brazil:BRA","Portugal:PRT",18366377,6443600,"BRA","PRT","Coffee, not roasted, not decaffeinated",2010
"631","Brazil:BRA","Romania:ROU",7025831,2284800,"BRA","ROU","Coffee, not roasted, not decaffeinated",2010
"632","Brazil:BRA","Russian Federation:RUS",61537315,20552400,"BRA","RUS","Coffee, not roasted, not decaffeinated",2010
"633","Brazil:BRA","Saudi Arabia:SAU",4536035,1789950,"BRA","SAU","Coffee, not roasted, not decaffeinated",2010
"634","Brazil:BRA","Serbia:SRB",477195,252000,"BRA","SRB","Coffee, not roasted, not decaffeinated",2010
"635","Brazil:BRA","India:IND",114851,57600,"BRA","IND","Coffee, not roasted, not decaffeinated",2010
"636","Brazil:BRA","Singapore:SGP",1934448,672000,"BRA","SGP","Coffee, not roasted, not decaffeinated",2010
"637","Brazil:BRA","Viet Nam:VNM",427410,180000,"BRA","VNM","Coffee, not roasted, not decaffeinated",2010
"638","Brazil:BRA","Slovenia:SVN",105271678,45481444,"BRA","SVN","Coffee, not roasted, not decaffeinated",2010
"639","Brazil:BRA","South Africa:ZAF",4084965,1251126,"BRA","ZAF","Coffee, not roasted, not decaffeinated",2010
"640","Brazil:BRA","Spain:ESP",154023846,53031367,"BRA","ESP","Coffee, not roasted, not decaffeinated",2010
"641","Brazil:BRA","Sweden:SWE",106507092,38140800,"BRA","SWE","Coffee, not roasted, not decaffeinated",2010
"642","Brazil:BRA","Switzerland:CHE",12498576,3647880,"BRA","CHE","Coffee, not roasted, not decaffeinated",2010
"643","Brazil:BRA","Syria:SYR",57197412,24947220,"BRA","SYR","Coffee, not roasted, not decaffeinated",2010
"644","Brazil:BRA","Trinidad and Tobago:TTO",412040,214500,"BRA","TTO","Coffee, not roasted, not decaffeinated",2010
"645","Brazil:BRA","United Arab Emirates:ARE",3464719,1510450,"BRA","ARE","Coffee, not roasted, not decaffeinated",2010
"646","Brazil:BRA","Tunisia:TUN",13348654,5980940,"BRA","TUN","Coffee, not roasted, not decaffeinated",2010
"647","Brazil:BRA","Turkey:TUR",51099606,20279680,"BRA","TUR","Coffee, not roasted, not decaffeinated",2010
"648","Brazil:BRA","Egypt:EGY",5126803,2213220,"BRA","EGY","Coffee, not roasted, not decaffeinated",2010
"649","Brazil:BRA","United Kingdom:GBR",80154793,25420155,"BRA","GBR","Coffee, not roasted, not decaffeinated",2010
"650","Brazil:BRA","USA:USA",1061555076,363443491,"BRA","USA","Coffee, not roasted, not decaffeinated",2010
"651","Brazil:BRA","Uruguay:URY",2439285,1137600,"BRA","URY","Coffee, not roasted, not decaffeinated",2010
"652","Brazil:BRA","Venezuela:VEN",59472038,16800000,"BRA","VEN","Coffee, not roasted, not decaffeinated",2010
"653","Brazil:BRA","Argentina:ARG",286778,80280,"BRA","ARG","Coffee, not roasted, decaffeinated",2010
"654","Brazil:BRA","Jamaica:JAM",74750,15000,"BRA","JAM","Coffee, not roasted, decaffeinated",2010
"655","Brazil:BRA","Lebanon:LBN",6720,2400,"BRA","LBN","Coffee, not roasted, decaffeinated",2010
"656","Brazil:BRA","Uruguay:URY",15440,4200,"BRA","URY","Coffee, not roasted, decaffeinated",2010
"657","Brazil:BRA","Algeria:DZA",3182818,2396400,"BRA","DZA","Coffee, not roasted, not decaffeinated",2005
"658","Brazil:BRA","Angola:AGO",810,558,"BRA","AGO","Coffee, not roasted, not decaffeinated",2005
"659","Brazil:BRA","Argentina:ARG",44968990,30521720,"BRA","ARG","Coffee, not roasted, not decaffeinated",2005
"660","Brazil:BRA","Australia:AUS",13859666,6511592,"BRA","AUS","Coffee, not roasted, not decaffeinated",2005
"661","Brazil:BRA","Austria:AUT",9991616,5476800,"BRA","AUT","Coffee, not roasted, not decaffeinated",2005
"662","Brazil:BRA","Belgium:BEL",122560362,62688880,"BRA","BEL","Coffee, not roasted, not decaffeinated",2005
"663","Brazil:BRA","Bulgaria:BGR",688859,347400,"BRA","BGR","Coffee, not roasted, not decaffeinated",2005
"664","Brazil:BRA","Canada:CAN",35365712,16986660,"BRA","CAN","Coffee, not roasted, not decaffeinated",2005
"665","Brazil:BRA","Cabo Verde:CPV",425508,298800,"BRA","CPV","Coffee, not roasted, not decaffeinated",2005
"666","Brazil:BRA","Central African Rep.:CAF",27936,19200,"BRA","CAF","Coffee, not roasted, not decaffeinated",2005
"667","Brazil:BRA","Chile:CHL",7431896,4945980,"BRA","CHL","Coffee, not roasted, not decaffeinated",2005
"668","Brazil:BRA","China:CHN",1487925,823200,"BRA","CHN","Coffee, not roasted, not decaffeinated",2005
"669","Brazil:BRA","Croatia:HRV",2714548,1874280,"BRA","HRV","Coffee, not roasted, not decaffeinated",2005
"670","Brazil:BRA","Cuba:CUB",4662729,2250000,"BRA","CUB","Coffee, not roasted, not decaffeinated",2005
"671","Brazil:BRA","Cyprus:CYP",2134857,1689600,"BRA","CYP","Coffee, not roasted, not decaffeinated",2005
"672","Brazil:BRA","Czechia:CZE",3354799,1702680,"BRA","CZE","Coffee, not roasted, not decaffeinated",2005
"673","Brazil:BRA","Denmark:DNK",30265398,15436680,"BRA","DNK","Coffee, not roasted, not decaffeinated",2005
"674","Brazil:BRA","Ecuador:ECU",5649389,4857600,"BRA","ECU","Coffee, not roasted, not decaffeinated",2005
"675","Brazil:BRA","Finland:FIN",46833872,24230415,"BRA","FIN","Coffee, not roasted, not decaffeinated",2005
"676","Brazil:BRA","France:FRA",94233174,49116720,"BRA","FRA","Coffee, not roasted, not decaffeinated",2005
"677","Brazil:BRA","French Polynesia:PYF",47832,19200,"BRA","PYF","Coffee, not roasted, not decaffeinated",2005
"678","Brazil:BRA","Germany:DEU",513060750,266832568,"BRA","DEU","Coffee, not roasted, not decaffeinated",2005
"679","Brazil:BRA","Greece:GRC",40097746,28512000,"BRA","GRC","Coffee, not roasted, not decaffeinated",2005
"680","Brazil:BRA","China, Hong Kong SAR:HKG",1392297,662400,"BRA","HKG","Coffee, not roasted, not decaffeinated",2005
"681","Brazil:BRA","Hungary:HUN",3619504,1873800,"BRA","HUN","Coffee, not roasted, not decaffeinated",2005
"682","Brazil:BRA","Iceland:ISL",318385,153600,"BRA","ISL","Coffee, not roasted, not decaffeinated",2005
"683","Brazil:BRA","Indonesia:IDN",3040832,1344000,"BRA","IDN","Coffee, not roasted, not decaffeinated",2005
"684","Brazil:BRA","Ireland:IRL",950792,456000,"BRA","IRL","Coffee, not roasted, not decaffeinated",2005
"685","Brazil:BRA","Israel:ISR",5819481,3466650,"BRA","ISR","Coffee, not roasted, not decaffeinated",2005
"686","Brazil:BRA","Italy:ITA",300136481,151946440,"BRA","ITA","Coffee, not roasted, not decaffeinated",2005
"687","Brazil:BRA","Côte d'Ivoire:CIV",25885,19200,"BRA","CIV","Coffee, not roasted, not decaffeinated",2005
"688","Brazil:BRA","Japan:JPN",234473174,108477440,"BRA","JPN","Coffee, not roasted, not decaffeinated",2005
"689","Brazil:BRA","Jordan:JOR",2911291,1881600,"BRA","JOR","Coffee, not roasted, not decaffeinated",2005
"690","Brazil:BRA","Dem. People's Rep. of Korea:PRK",140914,70800,"BRA","PRK","Coffee, not roasted, not decaffeinated",2005
"691","Brazil:BRA","Rep. of Korea:KOR",23275803,11413560,"BRA","KOR","Coffee, not roasted, not decaffeinated",2005
"692","Brazil:BRA","Kuwait:KWT",165696,109200,"BRA","KWT","Coffee, not roasted, not decaffeinated",2005
"693","Brazil:BRA","Lebanon:LBN",21586980,15960900,"BRA","LBN","Coffee, not roasted, not decaffeinated",2005
"694","Brazil:BRA","Latvia:LVA",133495,57600,"BRA","LVA","Coffee, not roasted, not decaffeinated",2005
"695","Brazil:BRA","Libya:LBY",758526,538200,"BRA","LBY","Coffee, not roasted, not decaffeinated",2005
"696","Brazil:BRA","Malaysia:MYS",970461,451200,"BRA","MYS","Coffee, not roasted, not decaffeinated",2005
"697","Brazil:BRA","Mexico:MEX",17922809,14659320,"BRA","MEX","Coffee, not roasted, not decaffeinated",2005
"698","Brazil:BRA","Other Asia, nes:",2603213,1200000,"BRA","","Coffee, not roasted, not decaffeinated",2005
"699","Brazil:BRA","Morocco:MAR",664671,421200,"BRA","MAR","Coffee, not roasted, not decaffeinated",2005
"700","Brazil:BRA","Oman:OMN",79032,56400,"BRA","OMN","Coffee, not roasted, not decaffeinated",2005
"701","Brazil:BRA","Netherlands:NLD",60978370,31543560,"BRA","NLD","Coffee, not roasted, not decaffeinated",2005
"702","Brazil:BRA","New Zealand:NZL",1756465,768000,"BRA","NZL","Coffee, not roasted, not decaffeinated",2005
"703","Brazil:BRA","Norway:NOR",28486526,14966400,"BRA","NOR","Coffee, not roasted, not decaffeinated",2005
"704","Brazil:BRA","Panama:PAN",38202,19200,"BRA","PAN","Coffee, not roasted, not decaffeinated",2005
"705","Brazil:BRA","Paraguay:PRY",564030,455100,"BRA","PRY","Coffee, not roasted, not decaffeinated",2005
"706","Brazil:BRA","Peru:PER",54400,38400,"BRA","PER","Coffee, not roasted, not decaffeinated",2005
"707","Brazil:BRA","Poland:POL",5375263,2688000,"BRA","POL","Coffee, not roasted, not decaffeinated",2005
"708","Brazil:BRA","Portugal:PRT",14788401,7124100,"BRA","PRT","Coffee, not roasted, not decaffeinated",2005
"709","Brazil:BRA","Qatar:QAT",24192,19200,"BRA","QAT","Coffee, not roasted, not decaffeinated",2005
"710","Brazil:BRA","Romania:ROU",2298977,1228800,"BRA","ROU","Coffee, not roasted, not decaffeinated",2005
"711","Brazil:BRA","Russian Federation:RUS",9465458,4396200,"BRA","RUS","Coffee, not roasted, not decaffeinated",2005
"712","Brazil:BRA","Saudi Arabia:SAU",3374849,2375600,"BRA","SAU","Coffee, not roasted, not decaffeinated",2005
"713","Brazil:BRA","Singapore:SGP",479494,225480,"BRA","SGP","Coffee, not roasted, not decaffeinated",2005
"714","Brazil:BRA","Slovenia:SVN",68255618,48790860,"BRA","SVN","Coffee, not roasted, not decaffeinated",2005
"715","Brazil:BRA","South Africa:ZAF",1820484,826800,"BRA","ZAF","Coffee, not roasted, not decaffeinated",2005
"716","Brazil:BRA","Spain:ESP",85534212,44134660,"BRA","ESP","Coffee, not roasted, not decaffeinated",2005
"717","Brazil:BRA","Sweden:SWE",80441440,40997400,"BRA","SWE","Coffee, not roasted, not decaffeinated",2005
"718","Brazil:BRA","Switzerland:CHE",16955936,8458800,"BRA","CHE","Coffee, not roasted, not decaffeinated",2005
"719","Brazil:BRA","Syria:SYR",23552032,16811400,"BRA","SYR","Coffee, not roasted, not decaffeinated",2005
"720","Brazil:BRA","Thailand:THA",85568,36300,"BRA","THA","Coffee, not roasted, not decaffeinated",2005
"721","Brazil:BRA","United Arab Emirates:ARE",2983369,2129700,"BRA","ARE","Coffee, not roasted, not decaffeinated",2005
"722","Brazil:BRA","Tunisia:TUN",6086397,4539780,"BRA","TUN","Coffee, not roasted, not decaffeinated",2005
"723","Brazil:BRA","Turkey:TUR",16658904,12308100,"BRA","TUR","Coffee, not roasted, not decaffeinated",2005
"724","Brazil:BRA","TFYR of Macedonia:MKD",241278,192000,"BRA","MKD","Coffee, not roasted, not decaffeinated",2005
"725","Brazil:BRA","Egypt:EGY",2354856,1651380,"BRA","EGY","Coffee, not roasted, not decaffeinated",2005
"726","Brazil:BRA","United Kingdom:GBR",29506818,14246043,"BRA","GBR","Coffee, not roasted, not decaffeinated",2005
"727","Brazil:BRA","USA:USA",447836561,246586246,"BRA","USA","Coffee, not roasted, not decaffeinated",2005
"728","Brazil:BRA","Uruguay:URY",1693819,1230900,"BRA","URY","Coffee, not roasted, not decaffeinated",2005
"729","Brazil:BRA","Serbia and Montenegro:SCG",391212,288000,"BRA","SCG","Coffee, not roasted, not decaffeinated",2005
"730","Brazil:BRA","Argentina:ARG",178011,77220,"BRA","ARG","Coffee, not roasted, decaffeinated",2005
"731","Brazil:BRA","Chile:CHL",295234,175140,"BRA","CHL","Coffee, not roasted, decaffeinated",2005
"732","Brazil:BRA","France:FRA",1429,108,"BRA","FRA","Coffee, not roasted, decaffeinated",2005
"733","Brazil:BRA","United Kingdom:GBR",157,24,"BRA","GBR","Coffee, not roasted, decaffeinated",2005
"734","Brazil:BRA","Uruguay:URY",19700,9600,"BRA","URY","Coffee, not roasted, decaffeinated",2005
"735","Bulgaria:BGR","Georgia:GEO",41448,14700,"BGR","GEO","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"736","Bulgaria:BGR","Germany:DEU",179432,86911,"BGR","DEU","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"737","Bulgaria:BGR","Greece:GRC",244337,38354,"BGR","GRC","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"738","Bulgaria:BGR","Ireland:IRL",264,47,"BGR","IRL","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"739","Bulgaria:BGR","Italy:ITA",6806,984,"BGR","ITA","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"740","Bulgaria:BGR","Latvia:LVA",303,40,"BGR","LVA","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"741","Bulgaria:BGR","Netherlands:NLD",343964,21630,"BGR","NLD","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"742","Bulgaria:BGR","Romania:ROU",168884,41270,"BGR","ROU","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
