"","Reporter","Partner","Trade_Value__US__","Netweight__kg_","Reporter_ISO","Partner_ISO","Commodity","Year"
"1","Albania:ALB","Serbia:SRB",284,30,"ALB","SRB","Coffee, not roasted, not decaffeinated",2010
"2","Albania:ALB","Serbia:SRB",49714,14646,"ALB","SRB","Coffee, not roasted, decaffeinated",2010
"3","Algeria:DZA","France:FRA",375,100,"DZA","FRA","Coffee, not roasted, not decaffeinated",2005
"4","Algeria:DZA","Côte d'Ivoire:CIV",1254,480,"DZA","CIV","Coffee, not roasted, not decaffeinated",2005
"5","Andorra:AND","Spain:ESP",31950,24000,"AND","ESP","Coffee, not roasted, not decaffeinated",2005
"6","Angola:AGO","Lebanon:LBN",57600,36600000,"AGO","LBN","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"7","Angola:AGO","Morocco:MAR",34200,18300000,"AGO","MAR","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"8","Angola:AGO","Portugal:PRT",616870,320535008,"AGO","PRT","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"9","Angola:AGO","Spain:ESP",391788,21180000,"AGO","ESP","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"10","Angola:AGO","Portugal:PRT",310725,160735008,"AGO","PRT","Coffee, not roasted, not decaffeinated",2010
"11","Angola:AGO","Spain:ESP",258900,143350000,"AGO","ESP","Coffee, not roasted, not decaffeinated",2010
"12","Antigua and Barbuda:ATG","Saint Lucia:LCA",1096,10,"ATG","LCA","Coffee, not roasted, not decaffeinated",2015
"13","Antigua and Barbuda:ATG","Saint Vincent and the Grenadines:VCT",2394,49,"ATG","VCT","Coffee, not roasted, not decaffeinated",2015
"14","Antigua and Barbuda:ATG","Saint Lucia:LCA",1739,16,"ATG","LCA","Coffee, not roasted, decaffeinated",2015
"15","Antigua and Barbuda:ATG","Saint Vincent and the Grenadines:VCT",612,16,"ATG","VCT","Coffee, not roasted, decaffeinated",2015
"16","Antigua and Barbuda:ATG","Barbados:BRB",120,328,"ATG","BRB","Coffee, not roasted, not decaffeinated",2005
"17","Argentina:ARG","Uruguay:URY",2433,350,"ARG","URY","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"18","Argentina:ARG","Uruguay:URY",2958,350,"ARG","URY","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",2015
"19","Argentina:ARG","Brazil:BRA",8,1,"ARG","BRA","Coffee, not roasted, not decaffeinated",2005
"20","Argentina:ARG","Uruguay:URY",8765,3700,"ARG","URY","Coffee, not roasted, not decaffeinated",2005
"21","Armenia:ARM","Georgia:GEO",517876,262507,"ARM","GEO","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"22","Armenia:ARM","Russian Federation:RUS",421561,199143,"ARM","RUS","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"23","Armenia:ARM","Switzerland:CHE",5,2,"ARM","CHE","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"24","Armenia:ARM","Georgia:GEO",250617,123265,"ARM","GEO","Coffee, not roasted, not decaffeinated",2010
"25","Armenia:ARM","Russian Federation:RUS",82640,23878,"ARM","RUS","Coffee, not roasted, not decaffeinated",2010
"26","Armenia:ARM","Georgia:GEO",2377055,2069600,"ARM","GEO","Coffee, not roasted, not decaffeinated",2005
"27","Armenia:ARM","Russian Federation:RUS",984204,599394,"ARM","RUS","Coffee, not roasted, not decaffeinated",2005
"28","Australia:AUS","Solomon Isds:SLB",6484,206,"AUS","SLB","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"29","Australia:AUS","Cambodia:KHM",161,8,"AUS","KHM","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"30","Australia:AUS","China:CHN",158914,20857,"AUS","CHN","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"31","Australia:AUS","Fiji:FJI",113194,8376,"AUS","FJI","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"32","Australia:AUS","France:FRA",26088,1450,"AUS","FRA","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"33","Australia:AUS","Germany:DEU",764564,194732,"AUS","DEU","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"34","Australia:AUS","Greece:GRC",26617,4160,"AUS","GRC","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"35","Australia:AUS","China, Hong Kong SAR:HKG",188338,27681,"AUS","HKG","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"36","Australia:AUS","Indonesia:IDN",30522,21654,"AUS","IDN","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"37","Australia:AUS","Italy:ITA",7316,930,"AUS","ITA","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"38","Australia:AUS","Japan:JPN",86005,9932,"AUS","JPN","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"39","Australia:AUS","Rep. of Korea:KOR",18227,1743,"AUS","KOR","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"40","Australia:AUS","China, Macao SAR:MAC",3082,23,"AUS","MAC","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"41","Australia:AUS","Malaysia:MYS",253164,50138,"AUS","MYS","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"42","Australia:AUS","Other Asia, nes:",73546,11022,"AUS","","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"43","Australia:AUS","Nauru:NRU",148864,8272,"AUS","NRU","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"44","Australia:AUS","Vanuatu:VUT",3897,960,"AUS","VUT","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"45","Australia:AUS","New Zealand:NZL",1324873,287902,"AUS","NZL","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"46","Australia:AUS","Pakistan:PAK",362078,74975,"AUS","PAK","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"47","Australia:AUS","Papua New Guinea:PNG",296847,87185,"AUS","PNG","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"48","Australia:AUS","Philippines:PHL",15387,3620,"AUS","PHL","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"49","Australia:AUS","Timor-Leste:TLS",104,3,"AUS","TLS","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"50","Australia:AUS","Singapore:SGP",743343,132516,"AUS","SGP","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"51","Australia:AUS","Viet Nam:VNM",164250,62439,"AUS","VNM","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"52","Australia:AUS","South Africa:ZAF",55581,6895,"AUS","ZAF","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"53","Australia:AUS","Thailand:THA",79478,12598,"AUS","THA","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"54","Australia:AUS","USA:USA",6626,108,"AUS","USA","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"55","Australia:AUS","Fiji:FJI",3066,60,"AUS","FJI","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",2015
"56","Australia:AUS","China, Hong Kong SAR:HKG",37853,2850,"AUS","HKG","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",2015
"57","Australia:AUS","Japan:JPN",4245,229,"AUS","JPN","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",2015
"58","Australia:AUS","New Zealand:NZL",447725,41284,"AUS","NZL","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",2015
"59","Australia:AUS","Philippines:PHL",1471,150,"AUS","PHL","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",2015
"60","Australia:AUS","Singapore:SGP",9307,1348,"AUS","SGP","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",2015
"61","Australia:AUS","South Africa:ZAF",2233,277,"AUS","ZAF","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",2015
"62","Australia:AUS","Thailand:THA",399,63,"AUS","THA","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",2015
"63","Australia:AUS","USA:USA",5084,232,"AUS","USA","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",2015
"64","Australia:AUS","Bahrain:BHR",1579,65,"AUS","BHR","Coffee, not roasted, not decaffeinated",2010
"65","Australia:AUS","Bangladesh:BGD",16126,1374,"AUS","BGD","Coffee, not roasted, not decaffeinated",2010
"66","Australia:AUS","Brazil:BRA",2698,460,"AUS","BRA","Coffee, not roasted, not decaffeinated",2010
"67","Australia:AUS","China:CHN",24833,2956,"AUS","CHN","Coffee, not roasted, not decaffeinated",2010
"68","Australia:AUS","Fiji:FJI",113993,2494,"AUS","FJI","Coffee, not roasted, not decaffeinated",2010
"69","Australia:AUS","French Polynesia:PYF",28474,5068,"AUS","PYF","Coffee, not roasted, not decaffeinated",2010
"70","Australia:AUS","Germany:DEU",278901,108000,"AUS","DEU","Coffee, not roasted, not decaffeinated",2010
"71","Australia:AUS","Guam:GUM",4705,407,"AUS","GUM","Coffee, not roasted, not decaffeinated",2010
"72","Australia:AUS","Honduras:HND",66528,19250,"AUS","HND","Coffee, not roasted, not decaffeinated",2010
"73","Australia:AUS","China, Hong Kong SAR:HKG",84505,14123,"AUS","HKG","Coffee, not roasted, not decaffeinated",2010
"74","Australia:AUS","Japan:JPN",13149,2297,"AUS","JPN","Coffee, not roasted, not decaffeinated",2010
"75","Australia:AUS","Rep. of Korea:KOR",32521,3640,"AUS","KOR","Coffee, not roasted, not decaffeinated",2010
"76","Australia:AUS","Malaysia:MYS",162617,41197,"AUS","MYS","Coffee, not roasted, not decaffeinated",2010
"77","Australia:AUS","New Caledonia:NCL",11981,1695,"AUS","NCL","Coffee, not roasted, not decaffeinated",2010
"78","Australia:AUS","Vanuatu:VUT",195,30,"AUS","VUT","Coffee, not roasted, not decaffeinated",2010
"79","Australia:AUS","New Zealand:NZL",866475,158959,"AUS","NZL","Coffee, not roasted, not decaffeinated",2010
"80","Australia:AUS","Norfolk Isds:NFK",3442,133,"AUS","NFK","Coffee, not roasted, not decaffeinated",2010
"81","Australia:AUS","Papua New Guinea:PNG",205862,65548,"AUS","PNG","Coffee, not roasted, not decaffeinated",2010
"82","Australia:AUS","Timor-Leste:TLS",184,24,"AUS","TLS","Coffee, not roasted, not decaffeinated",2010
"83","Australia:AUS","Romania:ROU",1008,725,"AUS","ROU","Coffee, not roasted, not decaffeinated",2010
"84","Australia:AUS","Singapore:SGP",47860,4247,"AUS","SGP","Coffee, not roasted, not decaffeinated",2010
"85","Australia:AUS","Viet Nam:VNM",29385,21600,"AUS","VNM","Coffee, not roasted, not decaffeinated",2010
"86","Australia:AUS","South Africa:ZAF",62295,10924,"AUS","ZAF","Coffee, not roasted, not decaffeinated",2010
"87","Australia:AUS","Thailand:THA",30029,7918,"AUS","THA","Coffee, not roasted, not decaffeinated",2010
"88","Australia:AUS","United Arab Emirates:ARE",9024,84,"AUS","ARE","Coffee, not roasted, not decaffeinated",2010
"89","Australia:AUS","Egypt:EGY",3466,300,"AUS","EGY","Coffee, not roasted, not decaffeinated",2010
"90","Australia:AUS","United Kingdom:GBR",70121,7650,"AUS","GBR","Coffee, not roasted, not decaffeinated",2010
"91","Australia:AUS","Bunkers:",14543,4121,"AUS","","Coffee, not roasted, not decaffeinated",2010
"92","Australia:AUS","USA:USA",14450,1220,"AUS","USA","Coffee, not roasted, not decaffeinated",2010
"93","Australia:AUS","China:CHN",278,30,"AUS","CHN","Coffee, not roasted, decaffeinated",2010
"94","Australia:AUS","China, Hong Kong SAR:HKG",15013,2878,"AUS","HKG","Coffee, not roasted, decaffeinated",2010
"95","Australia:AUS","Japan:JPN",4458,130,"AUS","JPN","Coffee, not roasted, decaffeinated",2010
"96","Australia:AUS","Malaysia:MYS",6241,250,"AUS","MYS","Coffee, not roasted, decaffeinated",2010
"97","Australia:AUS","New Zealand:NZL",105149,14901,"AUS","NZL","Coffee, not roasted, decaffeinated",2010
"98","Australia:AUS","Papua New Guinea:PNG",2815,30,"AUS","PNG","Coffee, not roasted, decaffeinated",2010
"99","Australia:AUS","Philippines:PHL",8873,1300,"AUS","PHL","Coffee, not roasted, decaffeinated",2010
"100","Australia:AUS","Singapore:SGP",27800,9344,"AUS","SGP","Coffee, not roasted, decaffeinated",2010
"101","Australia:AUS","Bangladesh:BGD",10445,835,"AUS","BGD","Coffee, not roasted, not decaffeinated",2005
"102","Australia:AUS","Brunei Darussalam:BRN",1644,110,"AUS","BRN","Coffee, not roasted, not decaffeinated",2005
"103","Australia:AUS","Canada:CAN",73382,18428,"AUS","CAN","Coffee, not roasted, not decaffeinated",2005
"104","Australia:AUS","China:CHN",4509,4975,"AUS","CHN","Coffee, not roasted, not decaffeinated",2005
"105","Australia:AUS","Fiji:FJI",18993,5120,"AUS","FJI","Coffee, not roasted, not decaffeinated",2005
"106","Australia:AUS","French Polynesia:PYF",69495,15888,"AUS","PYF","Coffee, not roasted, not decaffeinated",2005
"107","Australia:AUS","Kiribati:KIR",53995,4984,"AUS","KIR","Coffee, not roasted, not decaffeinated",2005
"108","Australia:AUS","Guam:GUM",7589,487,"AUS","GUM","Coffee, not roasted, not decaffeinated",2005
"109","Australia:AUS","China, Hong Kong SAR:HKG",40363,4600,"AUS","HKG","Coffee, not roasted, not decaffeinated",2005
"110","Australia:AUS","Japan:JPN",137,9,"AUS","JPN","Coffee, not roasted, not decaffeinated",2005
"111","Australia:AUS","Rep. of Korea:KOR",45773,4566,"AUS","KOR","Coffee, not roasted, not decaffeinated",2005
"112","Australia:AUS","Malaysia:MYS",71140,24214,"AUS","MYS","Coffee, not roasted, not decaffeinated",2005
"113","Australia:AUS","Mali:MLI",33680,12844,"AUS","MLI","Coffee, not roasted, not decaffeinated",2005
"114","Australia:AUS","New Caledonia:NCL",93073,30098,"AUS","NCL","Coffee, not roasted, not decaffeinated",2005
"115","Australia:AUS","Vanuatu:VUT",16370,4079,"AUS","VUT","Coffee, not roasted, not decaffeinated",2005
"116","Australia:AUS","New Zealand:NZL",1306888,391950,"AUS","NZL","Coffee, not roasted, not decaffeinated",2005
"117","Australia:AUS","Norway:NOR",7636,500,"AUS","NOR","Coffee, not roasted, not decaffeinated",2005
"118","Australia:AUS","N. Mariana Isds:MNP",5151,389,"AUS","MNP","Coffee, not roasted, not decaffeinated",2005
"119","Australia:AUS","India:IND",10375,1605,"AUS","IND","Coffee, not roasted, not decaffeinated",2005
"120","Australia:AUS","Singapore:SGP",137119,52867,"AUS","SGP","Coffee, not roasted, not decaffeinated",2005
"121","Australia:AUS","Thailand:THA",2470,1300,"AUS","THA","Coffee, not roasted, not decaffeinated",2005
"122","Australia:AUS","United Kingdom:GBR",30291,3085,"AUS","GBR","Coffee, not roasted, not decaffeinated",2005
"123","Australia:AUS","Bunkers:",767,45,"AUS","","Coffee, not roasted, not decaffeinated",2005
"124","Australia:AUS","USA:USA",115562,16200,"AUS","USA","Coffee, not roasted, not decaffeinated",2005
"125","Australia:AUS","Fiji:FJI",1835,300,"AUS","FJI","Coffee, not roasted, decaffeinated",2005
"126","Australia:AUS","Kiribati:KIR",8630,2,"AUS","KIR","Coffee, not roasted, decaffeinated",2005
"127","Australia:AUS","Indonesia:IDN",2964,118,"AUS","IDN","Coffee, not roasted, decaffeinated",2005
"128","Australia:AUS","New Zealand:NZL",9036,1449,"AUS","NZL","Coffee, not roasted, decaffeinated",2005
"129","Australia:AUS","United Kingdom:GBR",3261,271,"AUS","GBR","Coffee, not roasted, decaffeinated",2005
"130","Austria:AUT","Albania:ALB",23,4,"AUT","ALB","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"131","Austria:AUT","Bahrain:BHR",570,104,"AUT","BHR","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"132","Austria:AUT","Belgium:BEL",40,7,"AUT","BEL","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"133","Austria:AUT","Br. Virgin Isds:VGB",1094,100,"AUT","VGB","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"134","Austria:AUT","China:CHN",12665,1200,"AUT","CHN","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"135","Austria:AUT","Croatia:HRV",213,39,"AUT","HRV","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"136","Austria:AUT","Czechia:CZE",34256,6400,"AUT","CZE","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"137","Austria:AUT","Denmark:DNK",1477,200,"AUT","DNK","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"138","Austria:AUT","France:FRA",22830,4500,"AUT","FRA","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"139","Austria:AUT","Georgia:GEO",2736,200,"AUT","GEO","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"140","Austria:AUT","Germany:DEU",221359,40000,"AUT","DEU","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"141","Austria:AUT","Greece:GRC",41,7,"AUT","GRC","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"142","Austria:AUT","Hungary:HUN",13028,1500,"AUT","HUN","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"143","Austria:AUT","Iceland:ISL",386,70,"AUT","ISL","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"144","Austria:AUT","Iran:IRN",706,100,"AUT","IRN","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"145","Austria:AUT","Italy:ITA",78677,17500,"AUT","ITA","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"146","Austria:AUT","Kazakhstan:KAZ",214,39,"AUT","KAZ","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"147","Austria:AUT","Other Asia, nes:",2495,400,"AUT","","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"148","Austria:AUT","Namibia:NAM",1175,300,"AUT","NAM","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"149","Austria:AUT","Netherlands:NLD",23,4,"AUT","NLD","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"150","Austria:AUT","New Zealand:NZL",143,26,"AUT","NZL","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"151","Austria:AUT","Nigeria:NGA",11,2,"AUT","NGA","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"152","Austria:AUT","Poland:POL",1689,200,"AUT","POL","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"153","Austria:AUT","Portugal:PRT",4711,700,"AUT","PRT","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"154","Austria:AUT","Romania:ROU",5720,1200,"AUT","ROU","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"155","Austria:AUT","Russian Federation:RUS",5996,1300,"AUT","RUS","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"156","Austria:AUT","Slovakia:SVK",90,16,"AUT","SVK","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"157","Austria:AUT","Slovenia:SVN",17141,2400,"AUT","SVN","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"158","Austria:AUT","South Africa:ZAF",357,100,"AUT","ZAF","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
